2025-11-26 18:04:10,635 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 21:51:20,467 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,468 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,468 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,469 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,472 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,475 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,476 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,479 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,480 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,481 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,482 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,483 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,484 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,487 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,489 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,490 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,491 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,492 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,493 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,495 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,496 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,497 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,498 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=2, column=37, offset=37>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 37, 'line': 2, 'column': 37}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n                    MATCH (n) WHERE id(n)=$id\n                    SET n.community = $c\n                    WITH n\n                    MERGE (com:Community {id:$c})\n                    SET com.last_updated = timestamp()\n                    MERGE (n)-[:IN_COMMUNITY]->(com)\n                    '
2025-11-26 21:51:20,506 | INFO     | clustering           | Leiden clustering complete — 22 communities detected.
2025-11-26 21:51:25,641 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 21:51:25,649 | INFO     | app                  | Active user set to: arib
2025-11-26 21:51:25,658 | INFO     | clustering           | Generating community summaries (force_refresh=False, user=arib)
2025-11-26 21:51:25,721 | INFO     | clustering           | Community summarization done for 3 communities.
2025-11-26 21:51:44,463 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 21:51:44,489 | INFO     | app                  | Active user set to: arib
2025-11-26 21:51:44,496 | INFO     | clustering           | Generating community summaries (force_refresh=True, user=arib)
2025-11-26 21:51:51,943 | INFO     | clustering           | Community summarization done for 3 communities.
2025-11-26 22:00:47,458 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 22:00:51,638 | INFO     | app                  | Active user set to: arib
2025-11-26 22:00:51,641 | INFO     | neo4j                | [OK] APOC detected: 5.26.16
2025-11-26 22:00:51,644 | INFO     | neo4j                | Executed index/constraint: CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE
2025-11-26 22:00:51,645 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' has no effect. The index or constraint specified by 'CONSTRAINT entity_name_unique FOR (e:Entity) REQUIRE (e.name) IS UNIQUE' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE CONSTRAINT entity_name_unique IF NOT EXISTS FOR (e:Entity) REQUIRE e.name IS UNIQUE'
2025-11-26 22:00:51,648 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)
2025-11-26 22:00:51,650 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX chunk_id_idx IF NOT EXISTS FOR (e:Chunk) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX chunk_id_unique FOR (e:Chunk) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX chunk_id_idx IF NOT EXISTS FOR (c:Chunk) ON (c.id)'
2025-11-26 22:00:51,653 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)
2025-11-26 22:00:51,654 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX image_id_idx IF NOT EXISTS FOR (e:Image) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_image_id FOR (e:Image) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX image_id_idx IF NOT EXISTS FOR (i:Image) ON (i.id)'
2025-11-26 22:00:51,656 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)
2025-11-26 22:00:51,657 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX community_idx IF NOT EXISTS FOR (e:Community) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX community_id_unique FOR (e:Community) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX community_idx IF NOT EXISTS FOR (c:Community) ON (c.id)'
2025-11-26 22:00:51,659 | INFO     | neo4j                | Executed index/constraint: CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)
2025-11-26 22:00:51,660 | INFO     | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='00NA0', status_description="note: successful completion - index or constraint already exists. The command 'CREATE RANGE INDEX user_id_idx IF NOT EXISTS FOR (e:User) ON (e.id)' has no effect. The index or constraint specified by 'RANGE INDEX unique_user FOR (e:User) ON (e.id)' already exists.", position=None, raw_classification='SCHEMA', classification=<NotificationClassification.SCHEMA: 'SCHEMA'>, raw_severity='INFORMATION', severity=<NotificationSeverity.INFORMATION: 'INFORMATION'>, diagnostic_record={'_classification': 'SCHEMA', '_severity': 'INFORMATION', 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: 'CREATE INDEX user_id_idx IF NOT EXISTS FOR (u:User) ON (u.id)'
2025-11-26 22:01:19,575 | INFO     | root                 | Logging initialized. Saving to: C:\Users\Arib Ansari\Desktop\Minor Project\logs\app.log
2025-11-26 22:01:19,582 | INFO     | app                  | Active user set to: arib
2025-11-26 22:01:19,588 | INFO     | clustering           | Exporting entities/images + edges for Leiden (user=arib, min_co=1)
2025-11-26 22:01:19,781 | WARNING  | neo4j.notifications  | Received notification from DBMS server: <GqlStatusObject gql_status='01N02', status_description='warn: feature deprecated without replacement. id is deprecated and will be removed without a replacement.', position=<SummaryInputPosition line=15, column=20, offset=677>, raw_classification='DEPRECATION', classification=<NotificationClassification.DEPRECATION: 'DEPRECATION'>, raw_severity='WARNING', severity=<NotificationSeverity.WARNING: 'WARNING'>, diagnostic_record={'_classification': 'DEPRECATION', '_severity': 'WARNING', '_position': {'offset': 677, 'line': 15, 'column': 20}, 'OPERATION': '', 'OPERATION_CODE': '0', 'CURRENT_SCHEMA': '/'}> for query: '\n            MATCH (u:User {id:$uid})-[:INTERESTED_IN]->(src)\n            // Traverse from Chunk<-Entity OR Image->Entity\n            OPTIONAL MATCH (src)<-[:MENTIONED_IN]-(root1:Entity)\n            OPTIONAL MATCH (src)-[:DEPICTS]->(root2:Entity)\n            WITH COLLECT(DISTINCT root1) + COLLECT(DISTINCT root2) AS roots\n            UNWIND roots AS r\n            WITH DISTINCT r\n            WHERE r IS NOT NULL\n            // Enriched neighbours via semantic edges\n            OPTIONAL MATCH (r)-[:RELATION|RELATED*0..2]-(e:Entity)\n            WITH COLLECT(DISTINCT r) + COLLECT(DISTINCT e) AS allE\n            UNWIND allE AS e\n            WITH DISTINCT e\n            RETURN id(e) AS id, e.name AS name\n            '
